filepath,label
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological637.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological697.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes685.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper521.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic405.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper530.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological189.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes122.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard302.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic178.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic174.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes776.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper478.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological838.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_382.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes13.jpg,3
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery839.jpg,2
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass302.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass137.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper802.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic146.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes566.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper482.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal265.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic557.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_364.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal244.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_345.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper785.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper230.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass72.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper247.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes398.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological259.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass555.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_360.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes191.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper422.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic153.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass156.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological310.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological178.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1037.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass129.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes536.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological551.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass147.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes590.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1956.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper654.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic58.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery804.jpg,2
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes304.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological214.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard124.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard281.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal320.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal281.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard329.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper806.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes225.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass229.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic304.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper183.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic124.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard372.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard115.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass601.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes356.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes233.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass698.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological206.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard185.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper997.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1948.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic187.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper487.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery872.jpg,2
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard60.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass31.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper525.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass506.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1045.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes100.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper974.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes697.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes111.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological918.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal31.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic60.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_362.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass406.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass254.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological963.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic372.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes801.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard276.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological387.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological886.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic355.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_356.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard257.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper633.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes63.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_331.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass242.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass571.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass170.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper49.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1008.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass14.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic400.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal208.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper195.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic230.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes455.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper246.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper52.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological430.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper818.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic300.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes545.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard184.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass26.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic260.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological930.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes624.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes613.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash427.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic160.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes576.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper575.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard332.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological126.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes209.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass95.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic157.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological694.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard195.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard120.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological442.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal32.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological49.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass468.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological752.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological189.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper337.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes87.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass23.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass241.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological642.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal24.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_288.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass626.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper57.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard314.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological692.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological750.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper950.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass287.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper46.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper760.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic182.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard189.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass118.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper930.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass107.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes696.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes30.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal31.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes36.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological283.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological307.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper173.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes158.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic236.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological785.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological846.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass639.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological909.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass530.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic290.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper180.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass29.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper711.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard128.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological969.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological749.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass769.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery445.jpg,2
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass6.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes385.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological810.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper572.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass27.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic88.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes366.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological637.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper642.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard298.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard46.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper223.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological15.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes44.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass323.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_298.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes397.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal303.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper523.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass32.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass224.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1006.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological199.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_141.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1017.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic357.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard183.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological31.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_359.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes516.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic275.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes382.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic273.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic173.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper376.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic857.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes66.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological330.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic270.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes299.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic711.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1965.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes85.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard381.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic43.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes472.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper672.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper909.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic773.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass506.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic21.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal249.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal294.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1922.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes244.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_140.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic508.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass468.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass21.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_326.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes253.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_312.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass311.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass136.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic862.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes67.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper651.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes379.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper221.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal25.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass246.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper691.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes2.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass88.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic102.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes588.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass280.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes829.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper811.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes582.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal269.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic459.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal365.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass26.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass499.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes567.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass22.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic860.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper912.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass766.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic301.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass277.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal326.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper665.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes424.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1930.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological903.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass3.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass562.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_325.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass183.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper639.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes211.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard81.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard403.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass221.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper804.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic435.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash258.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper826.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes710.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic356.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological515.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological316.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper618.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes551.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper833.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass749.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic119.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard161.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper850.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes673.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass167.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper906.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological874.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper232.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes8.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic143.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper648.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic99.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological477.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal269.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological984.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper528.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard251.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_169.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard152.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes754.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal271.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal297.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass216.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper885.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper644.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper868.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper322.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass303.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper647.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes319.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard106.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper790.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper933.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash1.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard233.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic165.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1046.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic540.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard148.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes343.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes532.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard332.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass81.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass49.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological171.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes230.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes821.jpg,3
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery448.jpg,2
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological786.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard166.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological441.jpg,1
